username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Psr18delhi;2017-09-01 04:59;0;0;"Information about Tropical Depression Harvey in Google Search https:// g.co/kgs/4YriSP";;;;"903558000471769088";https://twitter.com/Psr18delhi/status/903558000471769088
SwtActn;2017-09-01 04:57;0;0;"#weatherUpdate RT @NHC_Atlantic : Tropical Depression #Harvey Advisory 48: Now available on the NHC website. http:// go.usa.gov/W3H";;@NHC_Atlantic;#weatherUpdate #Harvey;"903557476209102849";https://twitter.com/SwtActn/status/903557476209102849
MichalHigdon;2017-09-01 04:55;0;1;"#BREAKING : 50 evacuated in Nashville from flash flooding as Tropical Depression Harvey makes its way through the area. https:// twitter.com/Tennessean/sta tus/903554670089560064 …";;;#BREAKING;"903557021429096448";https://twitter.com/MichalHigdon/status/903557021429096448
ShelbyOhWx;2017-09-01 04:50;0;0;"Tropical Depression Harvey Public Advisory Number 48 http://www. shelbyohwx.com/tropical-depre ssion-harvey-public-advisory-number-48/ …";;;;"903555533650755584";https://twitter.com/ShelbyOhWx/status/903555533650755584
VWNControlDesk;2017-09-01 04:46;0;0;"LATEST DETAILS Tropical Depression Harvey Image Credits: Weather Channel pic.twitter.com/ptSiwjWo0z";;;;"903554586199429122";https://twitter.com/VWNControlDesk/status/903554586199429122
genenorman;2017-09-01 04:45;0;0;"The latest Atlantic tropical outlook from #NHC : Tropical Depression Harvey Public Advisory Number 48 http:// ow.ly/5zEA50dMJBO";;;#NHC;"903554487704592384";https://twitter.com/genenorman/status/903554487704592384
NMEmergencyPrep;2017-09-01 04:43;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// dlvr.it/Pk4XLw";;;;"903553795912679424";https://twitter.com/NMEmergencyPrep/status/903553795912679424
dotlono;2017-09-01 04:38;0;0;"This has been the best weather STL has had in years. Pretty sure it has something to do w/ the tropical depression from Harvey .";;;;"903552627249643521";https://twitter.com/dotlono/status/903552627249643521
VWNControlDesk;2017-09-01 04:32;0;0;"RECENT DETAILS Tropical Depression Harvey There are reports of Price Gouging at the Filling Stations Image Credits: Weather Channel pic.twitter.com/Xdtmf25s8o";;;;"903551242944831488";https://twitter.com/VWNControlDesk/status/903551242944831488
TodoTiempo;2017-09-01 04:29;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// fb.me/8Zd74dGIn";;;;"903550307992350721";https://twitter.com/TodoTiempo/status/903550307992350721
TodoTiempo;2017-09-01 04:29;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// dlvr.it/Pk4PnY";;;;"903550281983524864";https://twitter.com/TodoTiempo/status/903550281983524864
KP4Radio;2017-09-01 04:29;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// dlvr.it/Pk4Pb6";;;;"903550269224509440";https://twitter.com/KP4Radio/status/903550269224509440
WesternMEwx;2017-09-01 04:27;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// dlvr.it/Pk4P2d #tropics";;;#tropics;"903549754784661505";https://twitter.com/WesternMEwx/status/903549754784661505
HGRHscie;2017-09-01 04:26;0;0;"Tropical Depression #Harvey , Sept.1, 2017 Wind: 37 km/h, Gust: 56 km/h, Speed: 17 km/h";;;#Harvey;"903549514950164485";https://twitter.com/HGRHscie/status/903549514950164485
Ciencia1com;2017-09-01 04:24;0;0;"Alerta tormenta en el Atlántico: Tropical Depression Harvey Public Advisory Number 48 más en: http:// bit.ly/2xCgzYZ";;;;"903549063471271936";https://twitter.com/Ciencia1com/status/903549063471271936
JasonBoyerWLOS;2017-09-01 04:23;0;0;"NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903548884370284544";https://twitter.com/JasonBoyerWLOS/status/903548884370284544
SMLkitakomenews;2017-09-01 04:23;0;0;"【NOAA HURRICANE CENTER Atlantic】 Tropical Depression Harvey Public Advisory Number 48 http://www. nhc.noaa.gov/text/refresh/M IAWPCAT4+shtml/010912.shtml …";;;;"903548818158997504";https://twitter.com/SMLkitakomenews/status/903548818158997504
ClimatologiaC1;2017-09-01 04:22;0;0;"Tormenta en el Atlántico: Tropical Depression Harvey Public Advisory Number 48 más en: http:// bit.ly/2xCgzYZ";;;;"903548533458001920";https://twitter.com/ClimatologiaC1/status/903548533458001920
CentVAstorm;2017-09-01 04:22;0;0;"NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903548523546898433";https://twitter.com/CentVAstorm/status/903548523546898433
HurricaneProApp;2017-09-01 04:21;0;0;"AT Tropical Depression #Harvey Advisory: 48, 25 kt/30 mph winds, 1001 mb, 35.7N 87.2W, moving: NE at 14 kt/16 mph #tropics";;;#Harvey #tropics;"903548465803907072";https://twitter.com/HurricaneProApp/status/903548465803907072
GeoAlertRSS;2017-09-01 04:21;0;0;"#NOAA Tropical Depression Harvey Public Advisory Number 48 http:// dlvr.it/Pk4Lq8";;;#NOAA;"903548370358214657";https://twitter.com/GeoAlertRSS/status/903548370358214657
ArsalanAKhan;2017-09-01 04:18;0;0;"NOAA: http:// ift.tt/2vPlGTh - Tropical Depression Harvey Public Advisory Number 48";;;;"903547596387606528";https://twitter.com/ArsalanAKhan/status/903547596387606528
hurricanestat;2017-09-01 04:18;0;0;"Tropical Depression Harvey Public Advisory Number 48The NHC has issued its final advisory on this system. Public Advisories from the Weathe… pic.twitter.com/i44WNiyBcY";;;;"903547539621863424";https://twitter.com/hurricanestat/status/903547539621863424
KarenMintonWSB;2017-09-01 04:18;0;2;"Tropical Depression Harvey expected to dissipate this weekend in Ohio. It's creating wind here this AM pic.twitter.com/g7GUvYKlPP";;;;"903547520772706304";https://twitter.com/KarenMintonWSB/status/903547520772706304
VWNControlDesk;2017-09-01 04:17;0;0;"POTENTIAL RAINFALL PREDICTION Tropical Depression Harvey Image Credits: Weather Channel pic.twitter.com/UG24TqPUXc";;;;"903547446227324928";https://twitter.com/VWNControlDesk/status/903547446227324928
NWS_LCH;2017-09-01 04:17;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// bit.ly/2iNcT3e";;;;"903547299275689984";https://twitter.com/NWS_LCH/status/903547299275689984
VWNControlDesk;2017-09-01 04:16;0;0;"HI-RES FUTURE RADAR Tropical Depression Harvey Image Credits: Weather Channel pic.twitter.com/VtxwMdCsws";;;;"903547149538824192";https://twitter.com/VWNControlDesk/status/903547149538824192
Alert_Monitor;2017-09-01 04:15;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// bit.ly/2eoka4t";;;;"903546922673340418";https://twitter.com/Alert_Monitor/status/903546922673340418
StormWchAmerica;2017-09-01 04:15;0;0;"Tropical Depression Harvey Public Advisory Number 48 http:// ift.tt/2vPlGTh";;;;"903546871255326721";https://twitter.com/StormWchAmerica/status/903546871255326721
oceanografiaC1;2017-09-01 04:15;0;0;"Tormenta en el Atlántico: Tropical Depression Harvey Public Advisory Number 48 más en: http:// bit.ly/2xCgzYZ";;;;"903546784261263360";https://twitter.com/oceanografiaC1/status/903546784261263360
VWNControlDesk;2017-09-01 04:14;0;0;"LATEST DETAILS Tropical Depression Harvey Image Credits: Weather Channel pic.twitter.com/MI3nPe9Jst";;;;"903546684776570880";https://twitter.com/VWNControlDesk/status/903546684776570880
NHC_Atlantic;2017-09-01 04:14;17;14;"Tropical Depression #Harvey Advisory 48: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903546479897436161";https://twitter.com/NHC_Atlantic/status/903546479897436161
iembot_nhc;2017-09-01 04:12;0;0;"Tropical Depression #Harvey ADVISORY 48 issued. http:// go.usa.gov/W3H";;;#Harvey;"903546189710274560";https://twitter.com/iembot_nhc/status/903546189710274560
7NewsBrisbane;2017-09-01 04:11;0;1;"Hurricane Harvey has been downgraded to a tropical depression a week after slamming into Texas. https:// yhoo.it/2xC1QgF #7News pic.twitter.com/SX09J0Qguf";;;#7News;"903545866085998592";https://twitter.com/7NewsBrisbane/status/903545866085998592
VWNControlDesk;2017-09-01 03:52;1;0;"UPDATE Tropical Depression Harvey The death toll has unfortunately risen again to at least 40. It could still rise further. pic.twitter.com/iyfVzHPi0p";;;;"903541047267131392";https://twitter.com/VWNControlDesk/status/903541047267131392
JairFTP;2017-09-01 03:11;0;0;"What r u gonna dress up as this year im going to be tropical depression harvey";;;;"903530838041780225";https://twitter.com/JairFTP/status/903530838041780225
VWNControlDesk;2017-09-01 02:51;0;0;"RECENT DETAILS Tropical Depression Harvey Image Credits: Weather Channel pic.twitter.com/AqZXY108GD";;;;"903525671531577344";https://twitter.com/VWNControlDesk/status/903525671531577344
jordanbrading;2017-09-01 02:50;2;32;"Pre Gaming in Tropical Depression Harvey Would have done anything to be there with my bros! Go Tigers! pic.twitter.com/1u9uqUitRZ";;;;"903525453071347712";https://twitter.com/jordanbrading/status/903525453071347712
SheenaParveen;2017-09-01 02:39;5;11;"Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington pic.twitter.com/eeHQ96Lb4U";;@NBCwashington;;"903522760114278400";https://twitter.com/SheenaParveen/status/903522760114278400
NC5_LelanStatom;2017-09-01 02:30;3;1;"The center of tropical depression #Harvey is near Tupelo, MS moving towards TN. Stay with @NC5 for the latest. pic.twitter.com/oTXflGAxHr";;@NC5;#Harvey;"903520435484196864";https://twitter.com/NC5_LelanStatom/status/903520435484196864
wxrotterdam;2017-09-01 02:17;0;0;"Rotterdam Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/LjaSNk";;;;"903517084184969216";https://twitter.com/wxrotterdam/status/903517084184969216
wxgroningen;2017-09-01 02:15;0;0;"Groningen Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/iggAmF";;;;"903516668583927809";https://twitter.com/wxgroningen/status/903516668583927809
LindaRockers;2017-09-01 02:15;1;0;"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://www. youtube.com/watch?v=kTaIbD deAes&feature=share …";;;;"903516594973753344";https://twitter.com/LindaRockers/status/903516594973753344
wxmaastricht;2017-09-01 02:10;0;0;"Maastricht Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/uCtq6X";;;;"903515286107762688";https://twitter.com/wxmaastricht/status/903515286107762688
vanja180700;2017-09-01 02:09;0;0;"Information about Tropical Depression Harvey in Google Search https:// g.co/kgs/vcWxxj";;;;"903515150296244224";https://twitter.com/vanja180700/status/903515150296244224
AJEWeather;2017-09-01 02:08;1;2;"Heavy rain from Tropical Depression Harvey falls across Tennessee and Kentucky";;;;"903514936881684481";https://twitter.com/AJEWeather/status/903514936881684481
wxeindhoven;2017-09-01 02:03;0;0;"Eindhoven Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/YgmTXF";;;;"903513673037221893";https://twitter.com/wxeindhoven/status/903513673037221893
Nashville_37201;2017-09-01 01:47;0;0;"http://www. facebook.com/pages/p/186781 2403453037 … Tropical Depression Harvey soaked parts of Tennessee with steady and sometimes heavy rain Thursday, causing street…";;;;"903509631460417536";https://twitter.com/Nashville_37201/status/903509631460417536
SuperBowlLII;2017-09-01 01:45;0;0;"Tropical Depression Harvey batters Texas https:// usat.ly/2xOl1mw via @USATODAY";;@USATODAY;;"903509130551320580";https://twitter.com/SuperBowlLII/status/903509130551320580
wxarnhem;2017-09-01 01:39;0;0;"Arnhem Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/r42tMK";;;;"903507621717696512";https://twitter.com/wxarnhem/status/903507621717696512
StormwallVideos;2017-09-01 01:26;0;0;"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 http:// dlvr.it/Pk2tJF via @StormwallVideos";;@StormwallVideos;;"903504210490122241";https://twitter.com/StormwallVideos/status/903504210490122241
wxleeuwarden;2017-09-01 01:23;0;0;"Leeuwarden Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/cCZbN7";;;;"903503594170720256";https://twitter.com/wxleeuwarden/status/903503594170720256
hexukTomki;2017-09-01 01:21;0;0;"Harvey soaks parts of Tennessee, flood warnings issued: Tropical Depression Harvey soaked parts of Tennessee with… https://www. facebook.com/19868333391574 5_331416607309083 … pic.twitter.com/l3tPQzEgvF";;;;"903503081656041472";https://twitter.com/hexukTomki/status/903503081656041472
wxutrecht;2017-09-01 01:20;0;0;"Utrecht Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/QRRhBu";;;;"903502754693267459";https://twitter.com/wxutrecht/status/903502754693267459
nepmivbo;2017-09-01 01:18;0;0;"Harvey soaks parts of Tennessee, flood warnings issued https://www. facebook.com/19868333391574 5_331416607309083 … https:// facebook.com/198683333915745 Tropical Depression Harvey soaked …";;;;"903502225103663105";https://twitter.com/nepmivbo/status/903502225103663105
USHurricaneCent;2017-09-01 01:17;0;0;"#hurricane Tropical Depression Harvey Public Advisory Number 47 http:// dlvr.it/Pk2ptG #sandy";;;#hurricane #sandy;"903501944886411268";https://twitter.com/USHurricaneCent/status/903501944886411268
AngelaHDesigns;2017-09-01 01:14;0;0;"Harvey has become tropical depression and is hitting me in TN with massive floods. To rain until Saturday. It has drenched the South.";;;;"903501273269379072";https://twitter.com/AngelaHDesigns/status/903501273269379072
Mobile_AL_33601;2017-09-01 01:13;0;0;"http://www. facebook.com/pages/p/700646 070084834 … (AP) — A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled… https://www. google.com/url?rct=j&sa=t &url=http%3A%2F%2Fwtop.com%2Fnational%2F2017%2F08%2Fharvey-heavy-rains-flood-fears-likely-tornado-in-alabama%2F&ct=ga&cd=CAIyHDEyNWIwNjIwNWUxZWFjZmE6Y29tOmVuOlVTOlI&usg=AFQjCNGGCb2R8LkNtYKThjRulZ-9yCszWw …";;;;"903500957220126720";https://twitter.com/Mobile_AL_33601/status/903500957220126720
Chicago_CP;2017-09-01 01:13;0;0;"Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama… http:// toplocalnow.com/us/chicago/at/ midnight#t7454408 …";;;#t7454408;"903500949146058753";https://twitter.com/Chicago_CP/status/903500949146058753
wxthehague;2017-09-01 01:10;0;0;"The Hague Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https:// goo.gl/fb/XpFo4L";;;;"903500325172109312";https://twitter.com/wxthehague/status/903500325172109312
KnowYourNewsNow;2017-09-01 01:04;0;0;"Nashville, Tn Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 (pls RT↺ ) http://www. 1clickdaily.com/2610560 #Harvey #Tropi";;;#Harvey #Tropi;"903498895614820352";https://twitter.com/KnowYourNewsNow/status/903498895614820352
reachmorenow;2017-09-01 00:53;0;0;"Midnight Report on Tropical Depression Harvey for August 31, 2017 - http:// reachmorenow.com/midnight-repor t-on-tropical-depression-harvey-for-august-31-2017/ …";;;;"903496060349292544";https://twitter.com/reachmorenow/status/903496060349292544
AuthorAvaBarlow;2017-09-01 00:49;3;1;"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https:// youtu.be/kTaIbDdeAes via @YouTube";;@YouTube;;"903494896723476484";https://twitter.com/AuthorAvaBarlow/status/903494896723476484
chicagotribune;2017-09-01 00:46;14;10;"Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama http:// trib.in/2vOGrPf pic.twitter.com/hwiQUiQ65N";;;;"903494279112286208";https://twitter.com/chicagotribune/status/903494279112286208
tnbreaking;2017-09-01 00:41;0;0;"A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in northwest Alabama. http://www. timesfreepress.com/news/breakingn ews/story/2017/sep/01/harvey-heavy-rains-flood-fears-likely-tornado-alabama-photos-interactives/446679/ …";;;;"903493083802738688";https://twitter.com/tnbreaking/status/903493083802738688
TimesFreePress;2017-09-01 00:41;0;1;"A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in northwest Alabama. http://www. timesfreepress.com/news/breakingn ews/story/2017/sep/01/harvey-heavy-rains-flood-fears-likely-tornado-alabama-photos-interactives/446679/ …";;;;"903493083697778688";https://twitter.com/TimesFreePress/status/903493083697778688
LarryJack2;2017-09-01 00:40;0;1;"I added a video to a @YouTube playlist http:// youtu.be/UuaoiY7lH0A?a Midnight Report on Tropical Depression Harvey for August 31, 2017";;@YouTube;;"903492820362641408";https://twitter.com/LarryJack2/status/903492820362641408
rockstarseopro;2017-09-01 00:37;0;0;"Tracking the Tropics update for 8/31/2017: Harvey a tropical depression , Irma now Cat 2 hurricane http:// sherwoodparkweather.com/tracking-the-t ropics-update-for-8312017-harvey-a-tropical-depression-irma-now-cat-2-hurricane/ …";;;;"903492108111167490";https://twitter.com/rockstarseopro/status/903492108111167490
WeatherRadarPro;2017-09-01 00:15;0;0;"Tropical Depression Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;;;"903486340825726977";https://twitter.com/WeatherRadarPro/status/903486340825726977
namedstorm;2017-09-01 00:15;0;0;"Tropical Depression Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;;;"903486338472697856";https://twitter.com/namedstorm/status/903486338472697856
ByJasonGonzales;2017-08-31 23:52;1;1;"The latest: Flash flood warnings in effect for Middle Tennessee as Tropical Depression Harvey moves through http://www. tennessean.com/story/weather/ 2017/08/31/harvey-nashville-weather-updates/622861001/ …";;;;"903480549313978369";https://twitter.com/ByJasonGonzales/status/903480549313978369
NMSCAS_JB;2017-08-31 23:19;0;0;"Gusty non thunderstorm winds will be likely across the area tonight as the center of Tropical Depression Harvey ... http:// fb.me/4luwkWQMj";;;;"903472343313391616";https://twitter.com/NMSCAS_JB/status/903472343313391616
nmscasSHANE;2017-08-31 23:16;0;0;"Gusty non thunderstorm winds will be likely across the area tonight as the center of Tropical Depression Harvey ... http:// fb.me/4luwkWQMj";;;;"903471583523553280";https://twitter.com/nmscasSHANE/status/903471583523553280
NMSCAS;2017-08-31 23:14;0;0;"Gusty non thunderstorm winds will be likely across the area tonight as the center of Tropical Depression Harvey ... http:// fb.me/4luwkWQMj";;;;"903471027237163008";https://twitter.com/NMSCAS/status/903471027237163008
ClimaEdoQROO;2017-08-31 23:04;0;1;"Tropical Depression #Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903468509107126272";https://twitter.com/ClimaEdoQROO/status/903468509107126272
chief_who;2017-08-31 23:01;0;0;"Retweeted NWS Memphis ( @NWSMemphis ): 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) -... http:// fb.me/1BxS45vLf";;@NWSMemphis;;"903467777431707648";https://twitter.com/chief_who/status/903467777431707648
auntie_social;2017-08-31 22:57;1;0;"I am suffering from Tropical Depression , it's lasted over 6 days. It seems to be contagious. Does anyone know if there's a cure? #Harvey";;;#Harvey;"903466931830870016";https://twitter.com/auntie_social/status/903466931830870016
MikeAdcockWx;2017-08-31 22:55;0;1;"At 10 pm CDT (0300 UTC) Tropical Depression #Harvey is beginning to lose tropical characteristics, circulation about 80 mi SE of Memphis. pic.twitter.com/QKDhbri2eC";;;#Harvey;"903466327020421120";https://twitter.com/MikeAdcockWx/status/903466327020421120
NWSMemphis;2017-08-31 22:52;7;11;"7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational pic.twitter.com/F3hyoHcxyN";;;;"903465568178712576";https://twitter.com/NWSMemphis/status/903465568178712576
SwtActn;2017-08-31 22:47;0;0;"#weatherUpdate RT @NHC_Atlantic : Tropical Depression #Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;@NHC_Atlantic;#weatherUpdate #Harvey;"903464423523835904";https://twitter.com/SwtActn/status/903464423523835904
PRnewsBusiness;2017-08-31 22:45;0;0;"The Latest: Officials raise Harvey -related death toll to 39 - HOUSTON (AP) — The Latest on Tropical Depression ... http:// ow.ly/5FQE50dMu7b";;;;"903463829564207105";https://twitter.com/PRnewsBusiness/status/903463829564207105
genenorman;2017-08-31 22:45;1;0;"The latest Atlantic tropical outlook from #NHC : Tropical Depression Harvey Public Advisory Number 47 http:// ow.ly/ybSs50dMtYC";;;#NHC;"903463822442336260";https://twitter.com/genenorman/status/903463822442336260
NWSMemphis;2017-08-31 22:41;9;15;"12 hour (10am - 10pm) Multiple Radar/Multiple Sensor (MRMS) rainfall estimate from Tropical Depression Harvey pic.twitter.com/iRPxuoUbZ6";;;;"903462837166764032";https://twitter.com/NWSMemphis/status/903462837166764032
ShelbyOhWx;2017-08-31 22:29;0;0;"Tropical Depression Harvey Public Advisory Number 47 http://www. shelbyohwx.com/tropical-depre ssion-harvey-public-advisory-number-47/ …";;;;"903459803523149825";https://twitter.com/ShelbyOhWx/status/903459803523149825
NMEmergencyPrep;2017-08-31 22:23;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// dlvr.it/Pk1dY2";;;;"903458168658837504";https://twitter.com/NMEmergencyPrep/status/903458168658837504
HurricaneProApp;2017-08-31 22:22;0;0;"AT Tropical Depression #Harvey Advisory: 47, 25 kt/30 mph winds, 1000 mb, 34.3N 89.0W, moving: NE at 12 kt/14 mph #tropics";;;#Harvey #tropics;"903458028481110016";https://twitter.com/HurricaneProApp/status/903458028481110016
GeoAlertRSS;2017-08-31 22:20;0;0;"#NOAA Tropical Depression Harvey Public Advisory Number 47 http:// dlvr.it/Pk1cNy";;;#NOAA;"903457398831976448";https://twitter.com/GeoAlertRSS/status/903457398831976448
JasonBoyerWLOS;2017-08-31 22:18;0;0;"NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903457029649567748";https://twitter.com/JasonBoyerWLOS/status/903457029649567748
ClimatologiaC1;2017-08-31 22:17;0;0;"Tormenta en el Atlántico: Tropical Depression Harvey Public Advisory Number 47 más en: http:// bit.ly/2iM3oRF";;;;"903456704616177664";https://twitter.com/ClimatologiaC1/status/903456704616177664
SMLkitakomenews;2017-08-31 22:17;0;0;"【NOAA HURRICANE CENTER Atlantic】 Tropical Depression Harvey Public Advisory Number 47 http://www. nhc.noaa.gov/text/refresh/M IAWPCAT4+shtml/010307.shtml …";;;;"903456704582623232";https://twitter.com/SMLkitakomenews/status/903456704582623232
ArsalanAKhan;2017-08-31 22:16;0;0;"NOAA: http:// ift.tt/2wmSSoE - Tropical Depression Harvey Public Advisory Number 47";;;;"903456436042301441";https://twitter.com/ArsalanAKhan/status/903456436042301441
TodoTiempo;2017-08-31 22:15;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// fb.me/6o3I3yPkT";;;;"903456184195096576";https://twitter.com/TodoTiempo/status/903456184195096576
TodoTiempo;2017-08-31 22:15;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// dlvr.it/Pk1b0Y";;;;"903456159947931653";https://twitter.com/TodoTiempo/status/903456159947931653
KP4Radio;2017-08-31 22:15;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// dlvr.it/Pk1Zn7";;;;"903456143539806210";https://twitter.com/KP4Radio/status/903456143539806210
Ciencia1com;2017-08-31 22:14;0;0;"Alerta tormenta en el Atlántico: Tropical Depression Harvey Public Advisory Number 47 más en: http:// bit.ly/2iM3oRF";;;;"903455972324249600";https://twitter.com/Ciencia1com/status/903455972324249600
hurricanestat;2017-08-31 22:13;0;0;"Tropical Depression Harvey Public Advisory Number 47The NHC has issued its final advisory on this system. Public Advisories from the Weathe… pic.twitter.com/CC85cfgFvC";;;;"903455730195423233";https://twitter.com/hurricanestat/status/903455730195423233
CentVAstorm;2017-08-31 22:12;0;0;"NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903455539404922881";https://twitter.com/CentVAstorm/status/903455539404922881
NWS_LCH;2017-08-31 22:12;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// bit.ly/2ennOeN";;;;"903455518391504896";https://twitter.com/NWS_LCH/status/903455518391504896
derosajoe51;2017-08-31 22:11;1;1;"Unfortunately, I will be staring at tropical depression Harvey , as it passes directly over Bowling Green!";;;;"903455210353385472";https://twitter.com/derosajoe51/status/903455210353385472
Alert_Monitor;2017-08-31 22:10;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// bit.ly/2xBMN6m";;;;"903455057093566465";https://twitter.com/Alert_Monitor/status/903455057093566465
oceanografiaC1;2017-08-31 22:10;0;0;"Tormenta en el Atlántico: Tropical Depression Harvey Public Advisory Number 47 más en: http:// bit.ly/2iM3oRF";;;;"903454918626947073";https://twitter.com/oceanografiaC1/status/903454918626947073
StormWchAmerica;2017-08-31 22:10;0;0;"Tropical Depression Harvey Public Advisory Number 47 http:// ift.tt/2wmSSoE";;;;"903454889132662784";https://twitter.com/StormWchAmerica/status/903454889132662784
NHC_Atlantic;2017-08-31 22:10;38;27;"Tropical Depression #Harvey Advisory 47: Now available on the NHC website. http:// go.usa.gov/W3H";;;#Harvey;"903454884690874370";https://twitter.com/NHC_Atlantic/status/903454884690874370
iembot_nhc;2017-08-31 22:07;1;0;"Tropical Depression #Harvey ADVISORY 47 issued. http:// go.usa.gov/W3H";;;#Harvey;"903454201153454080";https://twitter.com/iembot_nhc/status/903454201153454080
metroteam2;2017-08-31 21:49;0;0;"The first rain bands from Tropical Depression Harvey have started to make their way into the Tri-State area.... http:// fb.me/1zNEsO4Ss";;;;"903449683221237760";https://twitter.com/metroteam2/status/903449683221237760
thechemicals432;2017-08-31 21:43;0;1;"Aaand it's back! ig Tropical Depression Harvey needed a nap :/";;;;"903448157337657344";https://twitter.com/thechemicals432/status/903448157337657344
reinapomba;2017-08-31 21:30;0;0;"Tracking the Tropics update for 8/31/2017: Harvey a tropical depression ,... https:// youtu.be/SJwYLQOldUA via @YouTube";;@YouTube;;"903444833225895936";https://twitter.com/reinapomba/status/903444833225895936
NWSLouisville;2017-08-31 21:23;12;10;"Heavy rain from tropical depression Harvey moving in overnight. #kywx #inwx pic.twitter.com/Aws01yN6DI";;;#kywx #inwx;"903443278011539456";https://twitter.com/NWSLouisville/status/903443278011539456
StacyJacobsonTV;2017-08-31 21:19;3;9;"not a bad turnout despite tropical depression rain and wind. #harvey https:// twitter.com/MCeide_WREG3/s tatus/903430273488101376 …";;;#harvey;"903442204336812035";https://twitter.com/StacyJacobsonTV/status/903442204336812035
RT_America;2017-08-31 21:13;5;4;"Houston officials have announced that city is returning to normal as Tropical Depression Harvey leaves Texas http:// on.rt.com/8lcj";;;;"903440524022923265";https://twitter.com/RT_America/status/903440524022923265
wxrotterdam;2017-08-31 21:06;0;0;"Rotterdam Weather - MEMPHIS, Tenn. — Tropical Depression Harvey soaked parts of Tennessee and neighboring states… https:// goo.gl/fb/pN2PfF";;;;"903438814420533248";https://twitter.com/wxrotterdam/status/903438814420533248
wxgroningen;2017-08-31 20:58;0;0;"Groningen Weather - MEMPHIS, Tenn. — Tropical Depression Harvey soaked parts of Tennessee and neighboring states… https:// goo.gl/fb/eyYifS";;;;"903436987650236416";https://twitter.com/wxgroningen/status/903436987650236416
RPMSports18;2017-08-31 20:56;0;0;"Tropical Depression Harvey is now in Memphis and it is coming down hard in this ULM-Memphis game pic.twitter.com/vpExiRAwWQ";;;;"903436301730406401";https://twitter.com/RPMSports18/status/903436301730406401
wxmaastricht;2017-08-31 20:53;0;0;"Maastricht Weather - MEMPHIS, Tenn. — Tropical Depression Harvey soaked parts of Tennessee and neighboring states… https:// goo.gl/fb/eRST1N";;;;"903435576317235200";https://twitter.com/wxmaastricht/status/903435576317235200
